  I     	  II     	  LV     	  LV'		
-49.13   	-47.00   	  6.02   	 -25.43		
-50.05   	-45.47   	  5.92   	 -40.69		
-50.66   	-45.17   	  5.76   	 -55.95		
-51.88   	-46.69   	  5.53   	 -45.78		
-53.41   	-50.05   	  5.35   	 -30.52		
-54.63   	-53.41   	  5.23   	 -20.35		
-55.54   	-55.54   	  5.15   	  -5.09		
-55.24   	-55.85   	  5.13   	  15.26		
-54.32   	-54.02   	  5.19   	  25.43		
-52.80   	-50.96   	  5.29   	  20.35		
-50.96   	-47.30   	  5.37   	  35.61		
-50.05   	-44.86   	  5.51   	  50.86		
-50.66   	-44.56   	  5.72   	  45.78		
-53.41   	-45.47   	  5.90   	  50.86		
-56.76   	-47.00   	  6.10   	  45.78		
-58.59   	-47.61   	  6.29   	  30.52		
-57.68   	-46.69   	  6.41   	  10.17		
-54.93   	-44.25   	  6.45   	   0.00		
-52.49   	-41.50   	  6.45   	   5.09		
-51.88   	-39.98   	  6.47   	   5.09		
-52.49   	-38.15   	  6.49   	  10.17		
-52.19   	-33.87   	  6.53   	  15.26		
-49.74   	-24.41   	  6.59   	  15.26		
-45.47   	 -9.77   	  6.65   	   0.00		
-41.20   	  8.54   	  6.65   	  -5.09		
-37.23   	 27.47   	  6.63   	   0.00		
-34.18   	 43.33   	  6.63   	   0.00		
-30.52   	 54.02   	  6.63   	  -5.09		
-26.55   	 59.20   	  6.61   	   5.09		
-21.67   	 61.34   	  6.63   	   5.09		
-16.48   	 62.87   	  6.65   	  15.26		
-10.99   	 66.83   	  6.71   	  10.17		
 -5.49   	 75.99   	  6.75   	  20.35		
  0.61   	 90.94   	  6.84   	  20.35		
  7.02   	109.86   	  6.92   	  10.17		
 14.04   	127.56   	  6.96   	  25.43		
 21.36   	137.63   	  7.06   	  20.35		
 27.47   	135.50   	  7.14   	   5.09		
 31.43   	122.99   	  7.16   	 -10.17		
 32.65   	105.59   	  7.12   	 -10.17		
 32.96   	 89.42   	  7.08   	 -10.17		
 33.26   	 76.29   	  7.04   	 -20.35		
 32.96   	 63.48   	  6.96   	 -15.26		
 28.08   	 48.22   	  6.90   	 -30.52		
 15.87   	 29.30   	  6.78   	 -30.52		
 -3.05   	  8.24   	  6.65   	 -20.35		
-25.33   	-14.34   	  6.57   	  -5.09		
-45.47   	-37.54   	  6.55   	  10.17		
-60.12   	-59.51   	  6.59   	  35.61		
-68.97   	-77.51   	  6.73   	  66.12		
-73.55   	-89.11   	  7.00   	  81.38		
-75.38   	-94.30   	  7.32   	  96.64		
-75.68   	-95.52   	  7.71   	 116.99		
-74.46   	-95.21   	  8.18   	 122.07		
-73.55   	-95.21   	  8.67   	 111.90		
-73.55   	-95.83   	  9.11   	  91.56		
-74.77   	-96.44   	  9.48   	  66.12		
-75.68   	-96.74   	  9.75   	  35.61		
-75.99   	-96.44   	  9.89   	   0.00		
-75.07   	-95.52   	  9.89   	 -30.52		
-73.85   	-93.99   	  9.77   	 -55.95		
-73.24   	-93.08   	  9.54   	 -55.95		
-74.16   	-92.77   	  9.32   	 -40.69		
-77.82   	-91.25   	  9.16   	 -15.26		
-84.23   	-86.67   	  9.09   	  10.17		
-88.50   	-74.77   	  9.14(E)	  35.61		
-77.51   	-47.61   	  9.28   	  50.86		
-28.69   	  4.58   	  9.48   	  55.95		
 79.65   	 90.64   	  9.70   	  55.95		
255.74   	214.23   	  9.93   	  35.61		
480.04   	367.43   	 10.07   	  25.43		
705.57   	523.99   	 10.17   	  35.61		
911.87(R)	687.26   	 10.32   	  10.17		
802.92   	621.34   	 10.36   	  15.26		
563.05   	448.30   	 10.42   	  20.35		
259.70   	210.57   	 10.50   	  40.69		
-19.53   	-21.06   	 10.66   	  86.47		
-207.52   	-180.66   	 11.01   	 137.33		
-287.48   	-240.78   	 11.56   	 213.63		
-290.22   	-222.78   	 12.41   	 315.36		
-262.76   	-180.66   	 13.67   	 417.09		
-234.99   	-160.83   	 15.34   	 503.56		
-211.18   	-171.81   	 17.35   	 579.86		
-182.80   	-189.21   	 19.67   	 625.63		
-148.62   	-187.38   	 22.18   	 651.07		
-116.27   	-162.35   	 24.78   	 605.29		
-94.91   	-132.45   	 27.20   	 473.04		
-87.59   	-117.19   	 29.09   	 503.56		
-88.20   	-120.54   	 31.11   	 712.10		
-90.03   	-130.62   	 33.96   	 966.43		
-89.11   	-134.89   	 37.82   	1276.70		
-86.36   	-130.31   	 42.93   	1536.11		
-83.01   	-122.38   	 49.07   	1663.27		
-79.96   	-117.80   	 55.73   	1673.44		
-77.51   	-116.88   	 62.42   	1586.97		
-75.07   	-117.19   	 68.77   	1469.98		
-72.33   	-115.36   	 74.65   	1393.69		
-69.89   	-111.39   	 80.22   	1368.26		
-67.75   	-106.51   	 85.70   	1358.08		
-66.53   	-103.15   	 91.13   	1368.26		
-65.61   	-102.23   	 96.60   	1337.74		
-64.09   	-102.84   	101.95   	1174.97		
-61.65   	-103.45   	106.65   	 890.13		
-59.20   	-101.93   	110.21   	 467.95		
-56.76   	-98.88   	112.09   	-147.51		
-54.32   	-94.91   	111.49   	-569.68		
-51.88   	-90.64   	109.22   	-437.43		
-49.13   	-87.28   	107.47   	 -20.35		
-46.39   	-84.23   	107.39   	 111.90		
-43.95   	-81.18   	107.83   	 -40.69		
-42.42   	-77.51   	107.67   	 -50.86		
-40.28   	-73.24   	107.47   	  20.35		
-37.23   	-68.05   	107.55   	 167.85		
-32.96   	-62.56   	108.22   	 467.95		
-27.77   	-57.07   	110.09   	 686.67		
-23.19   	-52.19   	112.84   	 681.58		
-19.53   	-47.30   	115.56   	 554.42		
-16.48   	-42.72   	117.78   	 432.35		
-13.12   	-37.54   	119.51   	 320.45		
 -8.85   	-31.74   	120.79   	 264.50		
 -3.66   	-25.02   	121.85   	 295.01		
  1.83   	-17.70   	123.03   	 315.36		
  7.32   	 -9.77   	124.29   	 239.06		
 13.43   	 -1.22   	125.25   	 152.59		
 19.84   	  7.32   	125.86   	 142.42		
 26.86   	 15.56   	126.43   	 183.11		
 33.57   	 24.11   	127.16   	 249.24		
 39.98   	 32.35   	128.16   	 300.10		
 46.08   	 41.50   	129.36   	 325.53		
 52.49   	 50.96   	130.66   	 335.71		
 58.59   	 61.04   	132.00   	 315.36		
 64.09   	 71.41   	133.26   	 300.10		
 68.36   	 80.57   	134.47   	 254.32		
 71.41   	 88.20   	135.48   	 157.68		
 73.24   	 93.08   	136.11   	 137.33		
 73.55   	 96.13   	136.66   	 178.03		
 72.94   	 98.57   	137.37   	 172.94		
 70.80   	101.01   	138.07   	 111.90		
 66.83   	102.23   	138.51   	 127.16		
 61.04   	101.93   	139.02   	 172.94		
 54.32   	 99.49   	139.71   	 193.29		
 47.00   	 95.52   	140.49   	 213.63		
 39.06   	 90.64   	141.34   	 172.94		
 31.13   	 85.45   	142.03   	  20.35		
 22.58   	 79.35   	142.12   	-183.11		
 13.43   	 71.72   	141.38   	-183.11		
  3.97   	 61.95   	140.65   	 325.53		
 -5.80   	 50.66   	141.95   	 762.97		
-15.26   	 38.15   	145.00   	 523.90		
-24.41   	 25.94   	147.10(S)	 -25.43		
-32.65   	 14.95   	147.00   	-289.93		
-39.37   	  5.80   	145.84   	-101.73		
-44.86   	 -0.92   	145.43   	  55.95		
-49.13   	 -6.71   	145.66   	 -45.78		
-52.80   	-12.82   	145.47   	 -86.47		
-56.46   	-19.53   	145.13   	 -66.12		
-59.51   	-25.63   	144.86   	 -71.21		
-61.65   	-31.13   	144.58   	 -91.56		
-63.17   	-34.79   	144.21   	-116.99		
-64.09   	-36.93   	143.74   	-142.42		
-65.61   	-37.54   	143.17   	-208.54		
-67.14   	-37.23   	142.34   	-295.01		
-67.75   	-36.93   	141.16   	-386.57		
-66.83   	-36.93   	139.61   	-503.56		
-65.61   	-38.45   	137.60   	-625.63		
-64.70   	-40.89   	135.10   	-727.36		
-65.61   	-43.03   	132.19   	-803.66		
-67.14   	-44.56   	128.97   	-829.09		
-68.36   	-44.25   	125.66   	-752.79		
-68.36   	-43.33   	122.64   	-595.11		
-67.75   	-43.33   	120.26   	-691.76		
-67.44   	-45.47   	117.50   	-1414.03		
-68.36   	-48.83   	111.84   	-1546.28		
-70.19   	-52.19   	105.66   	-1180.06		
-71.41   	-54.32   	100.94   	-1871.81		
-71.41   	-54.32   	 93.45   	-2390.63		
-69.89   	-53.41   	 83.89   	-1993.89		
-68.36   	-53.10   	 75.91   	-1642.92		
-68.36   	-54.32   	 69.34   	-1571.71		
-70.19   	-57.37   	 63.05   	-1510.68		
-72.33   	-61.04   	 57.01   	-1317.39		
-73.55   	-63.48   	 51.74   	-1124.11		
-73.24   	-64.39   	 47.24   	-1022.38		
-72.02   	-63.17   	 43.15   	-910.47		
-70.80   	-61.34   	 39.51   	-783.31		
-69.89   	-60.12   	 36.38   	-666.32		
-69.58   	-59.51   	 33.71   	-584.94		
-69.58   	-59.81   	 31.37   	-559.51		
-69.89   	-60.73   	 29.14   	-579.86		
-69.89   	-61.65   	 26.82   	-605.29		
-69.58   	-62.26   	 24.39   	-595.11		
-68.66   	-62.56   	 22.01   	-569.68		
-68.36   	-62.87   	 19.74   	-539.16		
-68.05   	-63.78   	 17.58   	-493.39		
-68.36   	-65.00   	 15.61   	-432.35		
-67.75   	-66.22   	 13.88   	-366.22		
-66.53   	-66.53   	 12.41   	-305.19		
-64.09   	-65.31   	 11.19   	-249.24		
-61.04   	-62.87   	 10.19   	-198.37		
-58.59   	-59.81   	  9.40   	-152.59		
-57.07   	-57.37   	  8.79   	-116.99		
-56.46   	-56.15   	  8.32   	 -96.64		
-56.15   	-56.15   	  7.93   	 -81.38		
-56.15   	-57.07   	  7.61   	 -66.12		
-56.15   	-58.29   	  7.34   	 -40.69		
-56.15   	-59.81   	  7.18   	 -15.26		
-56.46   	-61.04   	  7.12   	  15.26		
-57.07   	-61.34   	  7.18   	  25.43		
-57.68   	-60.73   	  7.28   	  30.52		
-58.59   	-59.51   	  7.41   	  25.43		
-59.20   	-58.29   	  7.51   	   5.09		
-59.51   	-57.68   	  7.53   	  -5.09		
-59.20   	-57.68   	  7.51   	 -15.26		
-58.59   	-57.37   	  7.45   	 -15.26		
-57.98   	-56.46   	  7.39   	  -5.09		
-57.68   	-54.63   	  7.37   	  10.17		
-57.37   	-53.10   	  7.41   	  15.26		
-57.07   	-51.57   	  7.47   	  20.35		
-56.15   	-50.05   	  7.55   	  30.52		
-54.93   	-48.52   	  7.67   	  30.52		
-54.02   	-47.30   	  7.79   	  25.43		
-53.41   	-46.39   	  7.89   	  25.43		
-54.02   	-46.39   	  8.00   	  30.52		
-54.93   	-47.00   	  8.12   	  25.43		
-55.54   	-46.69   	  8.22   	  10.17		
-55.54   	-44.56   	  8.26   	   0.00		
-54.02   	-38.15   	  8.26   	 -20.35		
-50.96   	-25.94   	  8.18   	 -15.26		
-46.08   	 -7.02   	  8.12   	 -10.17		
-39.98   	 15.87   	  8.08   	 -15.26		
-34.48   	 36.93   	  8.02   	  -5.09		
-29.91   	 50.96   	  8.00   	 -10.17		
-25.94   	 56.15   	  7.96   	 -15.26		
-21.36   	 54.93   	  7.89   	 -15.26		
-15.56   	 53.41   	  7.83   	  -5.09		
 -9.46   	 56.76   	  7.81   	  -5.09		
 -4.27   	 65.92   	  7.79   	   5.09		
  0.00   	 80.87   	  7.81   	   5.09		
  4.88   	 99.49   	  7.83   	   0.00		
 12.21   	117.49   	  7.83   	  -5.09		
 22.28   	128.78   	  7.81   	  -5.09		
 31.43   	128.48   	  7.79   	 -10.17		
 37.23   	115.97   	  7.75   	 -20.35		
 38.76   	 97.35   	  7.67   	 -15.26		
 38.15   	 79.65   	  7.61   	 -15.26		
 37.84   	 66.53   	  7.55   	 -20.35		
 37.84   	 56.15   	  7.47   	 -15.26		
 33.87   	 44.56   	  7.41   	 -20.35		
 22.58   	 28.69   	  7.32   	 -30.52		
  3.36   	  9.16   	  7.20   	 -30.52		
-19.23   	-13.12   	  7.08   	 -15.26		
-39.98   	-36.32   	  7.02(D)	   5.09		
-54.02   	-57.98   	  7.04   	  25.43		
-61.65   	-75.38   	  7.14   	  61.04		
-65.31   	-86.67   	  7.39   	  96.64		
-67.14   	-92.47   	  7.77   	 111.90		
-68.36   	-93.69   	  8.22   	 137.33		
-68.66   	-93.08   	  8.77   	 142.42		
-68.36   	-92.16   	  9.34   	 122.07		
-67.75   	-91.86   	  9.83   	 101.73		
-67.75   	-92.47   	 10.23   	  76.30		
-69.27   	-93.99   	 10.54   	  40.69		
-71.41   	-95.83   	 10.70   	  15.26		
-72.94   	-96.74   	 10.76   	 -15.26		
-72.63   	-96.13   	 10.70   	 -30.52		
-70.19   	-94.60   	 10.58   	 -35.61		
-68.05   	-92.77   	 10.44   	 -25.43		
-69.89   	-90.94   	 10.34   	 -15.26		
-77.51   	-88.20   	 10.27   	   5.09		
-86.36   	-79.35   	 10.29(E)	  15.26		
-81.48   	-55.24   	 10.36   	  20.35		
-39.37   	 -4.58   	 10.44   	  35.61		
 62.56   	 81.18   	 10.58   	  30.52		
233.15   	203.86   	 10.70   	  30.52		
455.32   	355.83   	 10.82   	  15.26		
683.59   	513.31   	 10.89   	   5.09		
916.44(R)	692.14   	 10.91   	   5.09		
828.55   	639.34   	 10.93   	  10.17		
605.77   	475.77   	 10.97   	  10.17		
307.62   	236.82   	 11.01   	  20.35		
 18.62   	 -7.32   	 11.09   	  35.61		
-188.29   	-184.94   	 11.23   	  81.38		
-287.17   	-258.79   	 11.56   	 142.42		
-301.51   	-245.36   	 12.13   	 239.06		
-277.71   	-198.36   	 13.08   	 361.14		
-248.11   	-168.76   	 14.53   	 473.04		
-220.03   	-171.20   	 16.42   	 549.34		
-186.77   	-184.02   	 18.62   	 635.81		
-148.01   	-180.66   	 21.16   	 701.93		
-113.53   	-155.64   	 23.97   	 666.32		
-93.99   	-126.34   	 26.63   	 528.99		
-90.33   	-112.30   	 28.75   	 544.25		
-93.69   	-116.27   	 30.93   	 701.93		
-94.91   	-126.34   	 33.73   	 905.39		
-90.64   	-129.70   	 37.35   	1200.40		
-83.62   	-123.60   	 42.16   	1475.07		
-78.13   	-115.05   	 48.06   	1627.66		
-75.99   	-111.08   	 54.57   	1642.92		
-76.60   	-112.00   	 61.14   	1566.63		
-77.51   	-113.53   	 67.41   	1449.64		
-77.21   	-112.92   	 73.20   	1373.34		
-74.77   	-110.17   	 78.70   	1342.82		
-71.41   	-106.20   	 84.07   	1358.08		
-68.66   	-102.84   	 89.50   	1383.51		
-67.44   	-100.40   	 95.04   	1444.55		
-66.83   	-98.27   	100.81   	1444.55		
-65.31   	-96.13   	106.59   	1129.19		
-61.95   	-93.08   	111.11   	 534.08		
-57.07   	-89.11   	113.24   	  -5.09		
-52.19   	-85.14   	113.22   	-513.73		
-48.22   	-81.79   	111.17   	-717.19		
-46.08   	-79.04   	108.30   	-310.27		
-44.25   	-76.29   	107.06   	  76.30		
-42.11   	-73.24   	107.36   	  76.30		
-38.76   	-69.58   	107.67   	 111.90		
-35.10   	-65.31   	108.12   	 178.03		
-32.04   	-61.04   	108.83   	 203.46		
-29.91   	-57.07   	109.64   	 330.62		
-28.69   	-53.41   	110.97   	 483.21		
-27.77   	-49.13   	112.90   	 508.65		
-25.33   	-44.56   	114.93   	 452.69		
-21.36   	-39.06   	116.74   	 427.26		
-15.56   	-32.96   	118.45   	 437.43		
 -9.16   	-26.86   	120.20   	 462.87		
 -3.05   	-21.06   	122.05   	 442.52		
  2.14   	-15.26   	123.82   	 330.62		
  7.63   	 -8.24   	125.15   	 203.46		
 14.34   	  0.61   	125.96   	 101.73		
 22.58   	 11.29   	126.37   	  55.95		
 30.82   	 22.58   	126.59   	 101.73		
 37.54   	 32.96   	127.00   	 203.46		
 42.42   	 41.20   	127.81   	 289.93		
 47.00   	 49.44   	128.97   	 371.31		
 52.49   	 58.29   	130.46   	 412.00		
 59.81   	 69.58   	132.11   	 340.79		
 68.36   	 81.48   	133.47   	 274.67		
 75.38   	 92.47   	134.57   	 269.58		
 80.26   	101.01   	135.65   	 218.72		
 82.70   	107.42   	136.52   	 142.42		
 83.62   	112.30   	137.09   	  61.04		
 83.92   	117.19   	137.33   	  76.30		
 83.92   	121.46   	137.64   	 157.68		
 82.09   	123.60   	138.27   	 127.16		
 78.43   	122.38   	138.78   	  45.78		
 72.33   	117.49   	138.96   	  20.35		
 65.31   	111.69   	139.04   	 132.25		
 57.98   	105.59   	139.57   	 508.65		
 50.66   	 99.79   	141.61   	 691.76		
 42.42   	 93.69   	144.37   	 391.66		
 32.96   	 85.75   	145.94   	 -71.21		
 22.28   	 76.29   	145.66   	-254.32		
 11.90   	 66.53   	144.64   	 -81.38		
  2.75   	 56.76   	144.31   	  71.21		
 -5.80   	 46.08   	144.60   	  40.69		
-14.65   	 35.10   	144.76   	  15.26		
-23.80   	 24.72   	144.82   	  50.86		
-32.04   	 16.48   	145.02   	  96.64		
-37.84   	 10.99   	145.41   	 142.42		
-41.81   	  6.41   	145.98   	 127.16		
-45.47   	  0.92   	146.49   	  25.43		
-50.05   	 -6.41   	146.59(S)	 -96.64		
-54.32   	-14.04   	146.20   	-178.03		
-56.76   	-20.14   	145.49   	-208.54		
-56.15   	-23.19   	144.66   	-228.89		
-54.02   	-24.72   	143.74   	-264.50		
-53.10   	-26.55   	142.69   	-310.27		
-54.93   	-28.99   	141.44   	-401.83		
-59.20   	-32.04   	139.84   	-513.73		
-62.56   	-34.79   	137.78   	-605.29		
-62.87   	-36.01   	135.36   	-707.02		
-59.51   	-36.01   	132.53   	-788.40		
-55.54   	-36.01   	129.38   	-818.92		
-53.41   	-36.01   	126.10   	-737.54		
-54.02   	-36.01   	123.15   	-590.03		
-57.07   	-36.62   	120.79   	-778.23		
-60.42   	-37.54   	117.68   	-1444.55		
-62.87   	-39.37   	111.90   	-1515.76		
-63.78   	-41.81   	105.84   	-1185.14		
-64.09   	-44.25   	101.10   	-1856.55		
-63.78   	-46.08   	 93.67   	-2472.01		
-63.78   	-47.61   	 83.78   	-2029.49		
-64.70   	-48.83   	 75.67   	-1673.44		
-66.22   	-51.27   	 68.97   	-1622.58		
-68.05   	-53.41   	 62.48   	-1525.93		
-69.27   	-55.24   	 56.38   	-1291.96		
-69.89   	-55.85   	 51.21   	-1098.67		
-69.89   	-55.54   	 46.82   	-1002.03		
-69.89   	-54.63   	 42.81   	-905.39		
-69.58   	-53.41   	 39.19   	-793.49		
-68.97   	-51.88   	 36.01   	-666.32		
-68.66   	-50.05   	 33.35   	-590.03		
-69.27   	-49.44   	 30.99   	-564.60		
-70.50   	-49.44   	 28.73   	-579.86		
-72.02   	-50.96   	 26.41   	-600.20		
-72.63   	-52.80   	 24.01   	-605.29		
-71.41   	-54.93   	 21.59   	-590.03		
-69.27   	-57.37   	 19.23   	-569.68		
-67.14   	-59.51   	 16.95   	-528.99		
-66.22   	-61.34   	 14.83   	-467.95		
-66.22   	-61.95   	 12.96   	-401.83		
-65.92   	-60.73   	 11.35   	-345.88		
-64.39   	-58.29   	  9.97   	-289.93		
-61.95   	-55.85   	  8.81   	-223.80		
-58.90   	-53.71   	  7.91   	-172.94		
-57.07   	-51.88   	  7.22   	-142.42		
-56.46   	-50.35   	  6.65   	-111.90		
-56.76   	-48.83   	  6.21   	 -76.30		
-57.68   	-48.52   	  5.90   	 -45.78		
-57.68   	-48.83   	  5.72   	 -30.52		
-56.15   	-48.83   	  5.60   	 -15.26		
-53.71   	-47.30   	  5.53   	 -15.26		
-49.74   	-43.95   	  5.47   	 -10.17		
-46.39   	-39.98   	  5.43   	  -5.09		
-44.25   	-37.23   	  5.41   	 -10.17		
-43.95   	-36.32   	  5.37   	 -15.26		
-44.56   	-35.71   	  5.31   	 -15.26		
-45.47   	-35.40   	  5.25   	  -5.09		
-45.78   	-35.71   	  5.23   	   5.09		
-45.78   	-36.62   	  5.25   	  20.35		
-45.47   	-38.45   	  5.33   	  30.52		
-44.86   	-39.67   	  5.45   	  20.35		
-44.25   	-39.37   	  5.53   	  15.26		
-43.95   	-37.84   	  5.60   	  15.26		
-43.95   	-36.32   	  5.66   	  10.17		
-44.25   	-35.40   	  5.70   	   5.09		
-43.95   	-34.79   	  5.72   	 -10.17		
-43.33   	-34.48   	  5.68   	 -20.35		
-42.11   	-34.48   	  5.60   	 -15.26		
-40.59   	-34.79   	  5.53   	 -15.26		
-38.45   	-34.48   	  5.47   	 -10.17		
