-37.23	-73.85
-17.7	-48.52
16.48	-2.75
66.53	63.17
132.45	144.65
209.05	234.68
284.73	329.9
345.76	426.64
387.27	511.78
422.36	563.66
477.29	564.58
572.51	517.58
700.99	454.1
824.28	413.21
888.98	404.05
854.8	389.4
717.77	307.92
512.39	123.9
286.56	-131.23
87.28	-371.4
-55.54	-509.64
-136.41	-509.03
-164.49	-404.05
-157.78	-271.91
-137.94	-181.27
-122.07	-151.98
-117.8	-161.74
-122.38	-174.26
-127.26	-169.37
-127.26	-148.93
-122.68	-129.09
-118.41	-120.54
-118.71	-123.6
-122.68	-130
-125.12	-132.45
-121.46	-126.95
-113.53	-116.88
-105.9	-108.64
-103.76	-107.42
-108.34	-112.92
-115.36	-118.1
-118.1	-115.97
-112.92	-105.9
-102.84	-95.52
-94.3	-91.86
-92.47	-97.66
-97.05	-107.12
-102.23	-111.39
-102.23	-105.29
-96.74	-92.47
-91.25	-79.96
-89.42	-73.55
-92.16	-74.16
-95.52	-77.82
-96.44	-79.04
-95.21	-76.29
-93.69	-71.11
-93.99	-64.7
-94.91	-58.59
-95.52	-54.02
-96.44	-52.49
-97.35	-54.63
-97.05	-58.59
-94.91	-60.12
-90.94	-56.76
-87.59	-48.52
-87.89	-40.28
-92.47	-37.84
-98.57	-41.2
-101.93	-45.78
-101.93	-46.08
-99.18	-39.98
-95.52	-28.38
-92.16	-18.31
-88.81	-13.43
-86.06	-14.65
-86.98	-19.23
-93.69	-22.58
-104.98	-23.5
-115.97	-22.89
-121.46	-23.8
-120.54	-26.25
-116.27	-28.38
-114.44	-24.72
-117.49	-14.34
-124.82	-2.14
-133.97	4.88
-141.3	2.75
-145.57	-6.1
-148.01	-16.78
-151.98	-25.63
-157.78	-30.52
-163.57	-29.6
-167.54	-22.58
-167.85	-11.29
-165.41	-0.61
-162.35	3.05
-159	-0.31
-152.89	-3.36
-143.13	0.31
-130.62	10.07
-118.41	18.31
-108.64	18.31
-101.01	11.29
-93.38	3.66
-83.01	2.75
-70.19	8.24
-55.85	15.56
-41.2	21.97
-26.25	28.99
-11.9	39.37
0	52.49
4.58	60.73
-2.75	54.93
-18.01	36.01
-29.91	13.43
-29.3	0
-15.26	1.83
3.05	14.04
14.95	27.47
16.17	34.48
10.38	32.65
5.19	25.94
3.36	19.84
1.22	15.56
-5.49	13.73
